name,frame,card_type,sub_type,cardmarket,tcgplayer,word_count,adds,banishes,negates,field_wipe,searches,recovers,leave_field_trigger,send_trigger,OPT,release
Blue Dragon Ninja,effect,Effect Monster,Sea Serpent,0.45,0.52,38,False,False,True,False,False,False,False,False,True,2013-05-18
Blue Dragon Summoner,effect,Effect Monster,Spellcaster,0.32,1.74,27,True,False,False,False,False,False,False,True,False,2014-03-21
Blue Duston,effect,Effect Monster,Fiend,0.17,0.17,58,False,True,False,False,False,False,False,False,False,2013-07-20
Blue Flame Swordsman,effect,Effect Monster,Warrior,0.20,0.22,74,False,True,False,False,False,False,False,True,True,2014-09-13
Blue Medicine,spell,Spell Card,Normal,9.16,41.33,7,False,False,False,False,False,False,False,False,False,1999-03-01
Blue Mountain Butterspy,effect,Effect Monster,Warrior,0.19,0.25,26,False,False,False,False,False,False,False,False,False,2013-08-10
Blue Rose Dragon,effect,Effect Monster,Dragon,0.11,0.21,31,False,False,False,False,False,True,False,True,False,2011-02-24
Blue Thunder T-45,effect,Effect Monster,Machine,0.10,0.14,28,False,False,False,False,False,False,False,False,False,2007-11-23
Blue-Blooded Oni,effect,Effect Monster,Zombie,0.33,0.21,39,False,False,False,False,False,False,False,False,True,2011-04-16
Blue-Eyed Silver Zombie,normal,Normal Monster,Zombie,0.10,0.22,15,False,False,False,False,False,False,False,False,False,1999-03-27
Blue-Eyes Abyss Dragon,effect,Effect Monster,Dragon,0.63,0.17,91,True,True,False,False,False,True,False,False,True,2019-12-21
Blue-Eyes Alternative Ultimate Dragon,fusion,Fusion Monster,Dragon,7.53,11.35,75,False,False,False,False,False,False,False,False,True,2019-02-09
Blue-Eyes Alternative White Dragon,effect,Effect Monster,Dragon,126.67,10.50,74,False,False,False,False,False,False,False,False,True,2015-12-12
Blue-Eyes Chaos Dragon,ritual,Ritual Effect Monster,Dragon,9.49,11.06,89,False,False,False,False,False,False,False,False,False,2018-06-09
Blue-Eyes Chaos MAX Dragon,ritual,Ritual Effect Monster,Dragon,2.37,1.48,45,False,False,False,False,False,False,False,False,False,2016-04-23
Blue-Eyes Jet Dragon,effect,Effect Monster,Dragon,3.02,3.52,105,False,False,False,False,False,True,False,False,True,2021-10-16
Blue-Eyes Shining Dragon,effect,Effect Monster,Dragon,0.29,0.73,45,False,False,True,False,False,True,False,False,False,2004-08-25
Blue-Eyes Solid Dragon,effect,Effect Monster,Dragon,2.63,0.84,67,False,False,True,False,False,False,False,False,True,2018-06-09
Blue-Eyes Spirit Dragon,synchro,Synchro Monster,Dragon,2.49,1.57,84,False,False,True,False,False,False,False,False,True,2016-01-09
Blue-Eyes Toon Dragon,effect,Toon Monster,Dragon,0.52,0.56,76,False,False,False,False,False,False,False,False,False,2000-07-13
Blue-Eyes Twin Burst Dragon,fusion,Fusion Monster,Dragon,3.30,2.29,82,False,True,False,False,False,False,False,True,False,2015-12-19
Blue-Eyes Tyrant Dragon,fusion,Fusion Monster,Dragon,0.42,0.45,78,False,False,False,False,False,True,False,False,True,2021-10-16
Blue-Eyes Ultimate Dragon,fusion,Fusion Monster,Dragon,0.86,2.04,11,False,False,False,False,False,False,False,False,False,1999-08-26
Blue-Eyes White Dragon,normal,Normal Monster,Dragon,0.29,0.36,24,False,False,False,False,False,False,False,False,False,1999-03-06
Blue-Winged Crown,normal,Normal Monster,Winged Beast,0.51,0.10,20,False,False,False,False,False,False,False,False,False,1999-11-18
"Bluebeard, the Plunder Patroll Shipwright",effect,Effect Monster,Fiend,0.13,0.24,59,False,False,False,False,False,False,False,True,True,2020-01-11
Blustering Winds,spell,Spell Card,Normal,0.03,0.04,17,False,False,False,False,False,False,False,False,False,2011-03-19
BM-4 Blast Spider,effect,Effect Monster,Machine,0.26,0.69,84,False,False,False,False,False,False,False,True,True,2017-11-11
Boar Soldier,effect,Effect Monster,Beast-Warrior,0.02,0.07,26,False,False,False,False,False,False,False,False,False,2000-07-13
Bokoichi the Freightening Car,normal,Normal Monster,Machine,0.07,0.05,17,False,False,False,False,False,False,False,False,False,2004-08-05
Bolt Escargot,normal,Normal Monster,Thunder,0.00,0.00,17,False,False,False,False,False,False,False,False,False,1999-11-01
Bolt Penguin,normal,Normal Monster,Thunder,0.10,0.19,15,False,False,False,False,False,False,False,False,False,1999-05-25
Bombardment Beetle,effect,Flip Effect Monster,Insect,0.11,0.05,44,False,False,False,False,False,False,False,False,False,2000-12-14
Bond Between Teacher and Student,spell,Spell Card,Normal,7.22,7.07,52,False,False,False,False,False,False,False,False,False,2019-02-09
Bonding - D2O,spell,Spell Card,Normal,0.07,0.13,81,True,False,False,False,False,True,False,True,True,2017-06-03
Bonding - DHO,trap,Trap Card,Normal,0.08,0.11,51,True,True,False,False,False,True,False,False,False,2017-06-03
Bonding - H2O,spell,Spell Card,Normal,0.02,0.12,17,False,False,False,False,False,False,False,False,False,2005-08-11
Bone Archfiend,effect,Effect Monster,Fiend,0.23,0.44,96,False,False,False,False,False,False,False,True,True,2023-06-24
Bone Crusher,effect,Effect Monster,Zombie,0.12,0.26,42,False,False,False,False,False,False,False,False,False,2009-09-19
Bone Mouse,normal,Normal Monster,Zombie,0.00,0.00,13,False,False,False,False,False,False,False,False,False,1999-05-02
Bone Temple Block,trap,Trap Card,Normal,0.21,0.19,54,False,False,False,False,False,False,False,False,False,2009-02-14
Boneheimer,normal,Normal Monster,Aqua,0.19,0.14,12,False,False,False,False,False,False,False,False,False,2001-07-21
Bonfire,spell,Spell Card,Normal,71.60,100.12,22,True,False,False,False,False,False,False,False,False,2023-06-10
Bonfire Colossus,effect,Effect Monster,Beast-Warrior,0.07,0.21,30,False,False,False,False,False,False,False,False,False,2013-05-18
Bonze Alone,effect,Effect Monster,Fairy,0.05,0.05,39,False,False,False,False,False,False,False,False,False,2019-07-13
Boo Koo,normal,Normal Monster,Spellcaster,0.00,0.00,10,False,False,False,False,False,False,False,False,False,1999-05-25
Boo-Boo Game,trap,Trap Card,Normal,0.07,0.11,72,False,False,False,False,False,True,False,True,True,2021-01-16
Booby Trap E,trap,Trap Card,Normal,0.16,0.19,25,False,False,False,False,False,False,False,False,False,2015-11-14
Boogie Trap,spell,Spell Card,Normal,0.02,0.05,28,False,False,False,False,False,True,False,False,False,2017-04-15
Book of Eclipse,spell,Spell Card,Quick-Play,0.20,0.22,50,False,False,False,False,False,False,False,False,False,2008-04-19
Book of Life,spell,Spell Card,Normal,0.16,0.46,24,False,True,False,False,False,True,False,False,False,2002-03-21
Book of Lunar Eclipse,spell,Spell Card,Quick-Play,0.31,0.18,17,False,False,False,False,False,False,False,False,False,2021-01-16
Book of Moon,spell,Spell Card,Quick-Play,0.20,0.47,14,False,False,False,False,False,False,False,False,False,2002-03-21
Book of Secret Arts,spell,Spell Card,Equip,0.08,0.14,15,False,False,False,False,False,False,False,False,False,1999-02-04
Book of Taiyou,spell,Spell Card,Normal,0.24,0.26,11,False,False,False,False,False,False,False,False,False,2002-03-21
Boompoline!!,trap,Trap Card,Continuous,0.04,0.08,32,False,False,False,False,False,False,False,False,False,2019-07-13
Boon of the Meklord Emperor,spell,Spell Card,Normal,0.05,0.01,27,False,False,False,False,False,False,False,False,False,2011-02-11
Boost Warrior,effect,Effect Monster,Warrior,0.30,0.36,28,False,False,False,False,False,False,False,False,False,2010-10-16
Booster Dragon,link,Link Monster,Dragon,0.04,0.15,75,False,False,False,False,False,True,False,True,True,2017-12-23
Boot Sector Launch,spell,Spell Card,Field,0.36,0.97,73,False,False,False,False,False,True,False,False,True,2017-10-14
Boot Staggered,effect,Effect Monster,Cyberse,0.15,0.22,51,False,False,False,False,False,False,False,False,True,2017-06-17
Boot-Up Admiral - Destroyer Dynamo,effect,Effect Monster,Machine,0.29,0.49,63,False,False,False,False,False,False,False,True,True,2020-10-03
Boot-Up Corporal - Command Dynamo,effect,Effect Monster,Machine,0.13,0.17,64,False,False,False,False,False,True,False,False,True,2020-10-03
Boot-Up Order - Gear Charge,spell,Spell Card,Continuous,0.13,0.18,70,True,False,False,False,False,False,False,False,True,2019-08-22
Boot-Up Order - Gear Force,trap,Trap Card,Normal,0.33,0.35,34,False,False,False,False,False,False,False,False,False,2019-08-22
Boot-Up Soldier - Dread Dynamo,effect,Effect Monster,Machine,0.07,0.14,11,False,False,False,False,False,False,False,False,False,2006-09-14
Born from Draconis,trap,Trap Card,Normal,0.02,0.06,75,False,True,False,False,False,True,False,False,False,2018-05-12
Borrel Cooling,trap,Trap Card,Normal,0.04,0.14,58,False,False,False,False,False,False,False,False,True,2017-10-14
Borrel Regenerator,spell,Spell Card,Equip,0.05,0.10,60,False,True,False,False,False,True,True,True,True,2018-04-14
Borrel Supplier,spell,Spell Card,Continuous,0.05,0.19,42,False,False,False,False,False,True,False,False,True,2019-06-22
Borrelcode Dragon,link,Link Monster,Dragon,1.15,0.80,99,False,True,False,False,False,True,False,False,True,2021-07-17
Borrelend Dragon,link,Link Monster,Dragon,1.34,0.66,95,False,False,True,False,False,True,False,False,True,2019-12-21
Borrelguard Dragon,link,Link Monster,Dragon,3.32,3.50,80,False,False,True,False,False,False,False,True,True,2018-05-12
Borreload Dragon,link,Link Monster,Dragon,0.98,0.78,89,False,False,False,False,False,False,False,True,True,2017-07-08
Borreload eXcharge Dragon,xyz,XYZ Monster,Dragon,0.20,0.22,77,False,True,False,False,False,True,False,False,True,2019-04-13
Borreload Furious Dragon,fusion,Fusion Monster,Dragon,0.86,1.30,62,False,True,False,False,False,True,False,False,True,2019-06-22
Borreload Riot Dragon,ritual,Ritual Effect Monster,Dragon,0.54,0.39,91,True,False,True,False,False,True,False,False,True,2021-07-17
Borreload Savage Dragon,synchro,Synchro Monster,Dragon,1.57,0.26,94,False,False,True,False,False,True,False,False,True,2018-10-13
Borrelsword Dragon,link,Link Monster,Dragon,1.43,1.20,97,False,False,False,False,False,False,False,False,True,2018-04-14
Boss Rush,spell,Spell Card,Continuous,0.09,0.18,42,False,False,False,False,False,False,False,True,False,2005-08-11
Botanical Girl,effect,Effect Monster,Plant,0.13,0.27,28,True,False,False,False,False,False,False,True,False,2008-07-19
Botanical Lion,effect,Effect Monster,Plant,2.94,0.38,21,False,False,False,False,False,False,False,False,False,2006-12-16
Bottom Dweller,normal,Normal Monster,Fish,0.52,0.09,13,False,False,False,False,False,False,False,False,False,1999-07-22
Bottomless Shifting Sand,trap,Trap Card,Continuous,0.21,0.19,37,False,False,False,False,False,False,False,False,False,2002-03-21
Bottomless Trap Hole,trap,Trap Card,Normal,0.11,0.18,25,False,True,False,False,False,False,False,False,False,2001-11-29
Boulder Tortoise,normal,Normal Monster,Aqua,0.00,0.00,7,False,False,False,False,False,False,False,False,False,1999-12-01
Bound Wand,spell,Spell Card,Equip,0.02,0.14,51,False,False,False,False,False,True,False,True,False,2012-02-18
Bountiful Artemis,effect,Effect Monster,Fairy,0.08,0.19,15,False,False,False,False,False,False,False,False,False,2006-02-16
Bounzer Guard,trap,Trap Card,Normal,0.06,0.02,44,False,False,False,False,False,False,False,False,False,2012-02-18
Bowganian,effect,Effect Monster,Machine,0.19,0.10,13,False,False,False,False,False,False,False,False,True,2003-04-24
Bownty,spell,Spell Card,Quick-Play,0.08,0.12,60,True,False,False,False,False,True,False,False,False,2019-07-13
Box of Friends,effect,Effect Monster,Machine,0.08,0.13,63,False,False,False,False,False,False,False,True,True,2013-08-10
BOXer,effect,Effect Monster,Warrior,0.10,0.14,64,False,False,False,False,False,False,False,True,False,2015-09-19
Boycotton,effect,Effect Monster,Plant,0.03,0.07,36,False,False,False,False,False,False,False,False,False,2018-01-13
Bracchio-raidus,fusion,Fusion Monster,Dinosaur,4.83,4.43,7,False,False,False,False,False,False,False,False,False,1999-10-17
Brain Control,spell,Spell Card,Normal,0.09,0.20,25,False,False,False,False,False,False,False,False,False,2005-02-24
Brain Crusher,effect,Effect Monster,Insect,0.12,0.10,43,False,False,False,False,False,False,False,True,True,2006-11-30
Brain Golem,effect,Effect Monster,Fiend,0.26,0.19,24,False,False,True,False,False,False,False,False,False,2009-02-14
Brain Hazard,trap,Trap Card,Continuous,0.15,0.17,32,False,False,False,False,False,False,False,False,False,2011-02-11
Brain Jacker,effect,Flip Effect Monster,Fiend,1.60,0.72,39,False,False,False,False,False,False,False,False,False,2004-11-25
Brain Research Lab,spell,Spell Card,Field,0.30,0.30,73,True,False,False,False,False,False,False,False,True,2009-04-18
Brainwashing Beam,trap,Trap Card,Continuous,0.10,0.20,50,False,False,False,False,False,False,False,False,False,2006-05-18
Branch!,spell,Spell Card,Continuous,0.04,0.11,40,False,False,False,False,False,False,False,True,False,2005-08-11
Branded Banishment,trap,Trap Card,Normal,0.24,0.21,57,False,True,False,False,False,True,False,False,False,2022-01-15
Branded Beast,trap,Trap Card,Continuous,0.22,0.25,60,False,False,False,False,False,True,False,False,True,2022-07-16
Branded Befallen,trap,Trap Card,Continuous,0.14,0.04,62,False,True,True,False,False,False,False,False,True,2022-10-15
Branded Bond,spell,Spell Card,Normal,0.06,0.03,61,False,True,False,False,False,True,False,True,True,2021-04-17
Branded Disciple,spell,Spell Card,Continuous,0.13,0.05,69,False,False,True,False,False,False,False,False,True,2021-10-16
Branded Expulsion,trap,Trap Card,Normal,0.10,0.07,63,False,True,False,False,False,False,False,False,False,2022-04-23
Branded in Central Dogmatika,spell,Spell Card,Continuous,0.09,0.04,105,False,False,False,False,False,False,False,True,True,2022-04-23
Branded in High Spirits,spell,Spell Card,Quick-Play,0.12,0.18,105,True,False,False,False,False,True,False,True,False,2021-07-17
Branded in Red,spell,Spell Card,Quick-Play,0.28,0.22,66,True,True,False,False,False,True,False,False,False,2021-07-17
Branded in White,spell,Spell Card,Normal,0.12,0.11,96,False,True,False,False,False,True,False,True,True,2021-01-16
Branded Loss,spell,Spell Card,Normal,0.08,0.08,62,False,False,False,False,False,False,False,False,False,2022-01-15
Branded Lost,spell,Spell Card,Continuous,0.15,0.13,74,True,False,True,False,False,False,False,False,True,2021-12-04
Branded Opening,spell,Spell Card,Quick-Play,4.18,4.11,81,True,True,False,False,False,True,False,False,True,2021-04-17
Branded Regained,spell,Spell Card,Continuous,0.21,0.37,89,False,True,False,False,False,True,False,False,True,2022-07-16
Branded Retribution,trap,Trap Card,Counter,0.14,0.14,97,True,True,True,False,False,True,False,False,False,2021-12-04
Brave Scizzar,normal,Normal Monster,Machine,0.13,0.36,18,False,False,False,False,False,False,False,False,False,1999-08-26
Brave-Eyes Pendulum Dragon,fusion,Fusion Monster,Dragon,15.16,14.11,81,False,True,True,False,False,False,False,False,False,2016-10-08
Bravedrive,effect,Effect Monster,Cyberse,0.03,0.03,27,False,False,False,False,False,False,False,False,True,2019-03-23
"Bravo, Fighter Fur Hire",effect,Effect Monster,Reptile,0.13,0.19,75,False,False,False,False,False,False,False,False,True,2018-02-24
Break Away,trap,Trap Card,Normal,0.04,0.13,35,False,False,True,False,False,False,False,True,False,2017-01-14
Break Off Trap Hole,trap,Trap Card,Normal,0.14,0.14,17,False,False,False,False,False,False,False,False,False,2017-04-15
Break the Destiny,trap,Trap Card,Normal,0.16,0.06,83,True,True,False,False,False,True,False,False,False,2021-07-17
Break! Draw!,spell,Spell Card,Equip,0.06,0.12,35,False,False,False,False,False,False,False,True,False,2009-11-14
Breaker the Dark Magical Warrior,effect,Effect Monster,Spellcaster,0.06,0.04,66,False,False,False,False,False,False,False,False,True,2014-04-19
Breaker the Magical Warrior,effect,Effect Monster,Spellcaster,0.21,0.35,42,False,False,False,False,False,False,False,False,False,2002-09-19
Breaking of the World,spell,Spell Card,Field,0.10,0.17,91,False,False,False,False,False,False,True,False,True,2018-04-14
Breakthrough Skill,trap,Trap Card,Normal,0.57,0.72,66,False,True,True,False,False,False,False,True,False,2012-11-17
Breakthrough!,trap,Trap Card,Normal,0.21,0.35,39,False,False,False,False,False,False,False,False,False,2007-02-15
Breath of Acclamation,spell,Spell Card,Ritual,0.05,0.08,36,False,False,False,False,False,False,False,False,False,2021-09-25
Breath of Light,spell,Spell Card,Normal,84.05,96.99,8,False,False,False,False,False,False,False,False,False,1999-07-22
Breath of Resurrection,trap,Trap Card,Normal,0.03,0.06,59,False,True,False,False,False,False,False,False,False,2021-08-28
Bri Synchron,effect,Tuner Monster,Machine,0.60,0.43,37,False,False,True,False,False,False,False,True,False,2010-10-16
Bright Future,trap,Trap Card,Normal,0.09,0.15,18,False,True,False,False,False,False,False,False,False,2011-04-16
Bright Star Dragon,effect,Effect Monster,Dragon,0.11,0.20,28,False,False,False,False,False,False,False,False,False,2011-09-22
"Brightest, Blazing, Branded King",trap,Trap Card,Normal,0.16,0.11,75,True,False,True,False,False,True,False,True,False,2023-01-14
Brigrand the Glory Dragon,fusion,Fusion Monster,Beast,0.05,0.11,85,True,False,False,False,False,False,False,True,True,2020-08-08
Brilliant Fusion,spell,Spell Card,Continuous,0.54,0.50,77,False,False,False,False,False,False,True,False,True,2015-04-25
Brilliant Rose,effect,Effect Monster,Rock,0.04,0.05,79,False,False,False,False,False,False,False,True,True,2022-04-23
Brilliant Spark,trap,Trap Card,Normal,0.09,0.01,66,True,False,False,False,False,False,False,True,False,2015-04-25
Brimming Sangen Manor,spell,Spell Card,Field,0.00,0.00,74,True,False,False,False,False,False,False,False,True,2024-01-27
Brinegir,effect,Effect Monster,Sea Serpent,0.04,0.06,69,False,False,False,False,False,True,False,True,True,2019-07-13
"Brionac, Dragon of the Ice Barrier",synchro,Synchro Monster,Sea Serpent,0.27,0.45,48,False,False,False,False,False,False,False,False,True,2008-04-12
"Brionac, the Dragon of Icy Malevolence",synchro,Synchro Monster,Sea Serpent,0.00,0.00,71,False,False,False,False,False,False,False,False,True,2023-07-21
Brohunder,effect,Effect Monster,Thunder,0.14,0.24,23,True,False,False,False,False,False,False,False,False,2017-03-11
Broken Bamboo Sword,spell,Spell Card,Equip,1.31,0.94,6,False,False,False,False,False,False,False,False,False,2007-05-12
Broken Blocker,trap,Trap Card,Normal,0.18,0.22,40,False,False,False,False,False,False,False,False,False,2008-04-19
Broken Line,trap,Trap Card,Counter,0.06,0.07,28,False,False,True,False,False,False,False,False,False,2017-07-08
Brotherhood of the Fire Fist - Bear,effect,Effect Monster,Beast-Warrior,0.07,0.16,49,False,False,False,False,False,False,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Boar,effect,Tuner Monster,Beast-Warrior,0.10,0.23,77,False,False,False,False,False,False,False,True,True,2013-04-20
Brotherhood of the Fire Fist - Buffalo,effect,Effect Monster,Beast-Warrior,0.11,0.18,58,False,False,False,False,False,False,False,True,True,2013-02-16
Brotherhood of the Fire Fist - Cardinal,xyz,XYZ Monster,Beast-Warrior,0.15,0.15,62,False,False,False,False,False,True,False,False,True,2013-02-16
Brotherhood of the Fire Fist - Caribou,effect,Effect Monster,Beast-Warrior,0.11,0.15,74,False,False,False,False,False,False,False,True,False,2013-04-20
Brotherhood of the Fire Fist - Coyote,effect,Effect Monster,Beast-Warrior,0.15,0.18,20,False,False,False,False,False,False,False,False,False,2013-05-18
Brotherhood of the Fire Fist - Dragon,effect,Effect Monster,Beast-Warrior,0.21,0.29,64,False,False,False,False,False,True,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Eagle,link,Link Monster,Beast-Warrior,7.32,3.59,88,False,False,False,False,False,True,False,True,True,2018-11-23
Brotherhood of the Fire Fist - Eland,ritual,Ritual Effect Monster,Beast-Warrior,3.16,1.91,80,False,False,True,False,False,False,False,True,True,2020-10-03
Brotherhood of the Fire Fist - Elephant,effect,Effect Monster,Beast-Warrior,9.40,5.85,88,True,False,False,False,False,True,False,True,True,2020-10-03
Brotherhood of the Fire Fist - Gorilla,effect,Effect Monster,Beast-Warrior,0.11,0.11,55,False,False,False,False,False,False,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Hawk,effect,Effect Monster,Beast-Warrior,0.19,0.09,51,False,False,False,False,False,False,False,False,False,2012-11-17
Brotherhood of the Fire Fist - Horse Prince,synchro,Synchro Monster,Beast-Warrior,0.18,0.63,46,False,False,False,False,False,False,False,False,False,2012-07-21
Brotherhood of the Fire Fist - Kirin,synchro,Synchro Monster,Beast-Warrior,0.16,0.21,44,False,False,False,False,False,False,False,False,False,2013-04-20
Brotherhood of the Fire Fist - Leopard,effect,Effect Monster,Beast-Warrior,0.11,0.32,48,False,False,False,False,False,False,False,False,True,2013-02-16
Brotherhood of the Fire Fist - Lion Emperor,xyz,XYZ Monster,Beast-Warrior,0.17,0.21,53,True,False,False,False,False,False,False,False,True,2012-08-08
Brotherhood of the Fire Fist - Panda,effect,Effect Monster,Beast-Warrior,10.77,5.25,104,False,False,False,False,False,True,False,True,True,2020-10-03
Brotherhood of the Fire Fist - Peacock,link,Link Monster,Beast-Warrior,0.48,0.44,93,False,False,False,False,False,False,False,True,True,2020-10-03
Brotherhood of the Fire Fist - Ram,effect,Effect Monster,Beast-Warrior,0.45,0.27,84,False,False,False,False,False,True,False,False,True,2020-10-03
Brotherhood of the Fire Fist - Raven,effect,Effect Monster,Beast-Warrior,0.06,0.15,35,False,False,False,False,False,False,False,True,False,2012-11-17
Brotherhood of the Fire Fist - Rhino,effect,Effect Monster,Beast-Warrior,0.12,0.25,64,False,False,False,False,False,False,False,True,False,2013-02-16
Brotherhood of the Fire Fist - Rooster,effect,Effect Monster,Beast-Warrior,0.10,0.20,69,True,False,False,False,False,False,False,True,True,2013-01-11
Brotherhood of the Fire Fist - Snake,effect,Effect Monster,Beast-Warrior,1.15,0.50,57,False,False,False,False,False,False,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Spirit,effect,Tuner Monster,Beast-Warrior,0.14,0.16,79,False,False,False,False,False,True,False,False,True,2012-07-30
Brotherhood of the Fire Fist - Swallow,effect,Effect Monster,Beast-Warrior,1.20,0.52,72,False,False,False,False,False,False,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Swan,fusion,Fusion Monster,Beast-Warrior,0.55,0.37,69,False,False,False,False,False,False,False,True,True,2020-10-03
Brotherhood of the Fire Fist - Tiger King,xyz,XYZ Monster,Beast-Warrior,0.26,0.21,97,False,False,True,False,False,False,False,True,True,2012-11-17
Brotherhood of the Fire Fist - Wolf,effect,Effect Monster,Beast-Warrior,0.08,0.18,38,False,False,False,False,False,False,False,False,False,2013-02-16
"Broww, Huntsman of Dark World",effect,Effect Monster,Fiend,0.13,0.17,34,False,False,False,False,False,False,False,False,False,2005-08-11
"Brron, Mad King of Dark World",effect,Effect Monster,Fiend,0.05,0.08,14,False,False,False,False,False,False,False,False,False,2005-08-11
Brushfire Knight,effect,Effect Monster,Warrior,0.16,0.20,56,False,False,False,False,False,False,False,True,False,2012-11-17
Brutal Beast Battle,trap,Trap Card,Normal,0.11,0.06,79,False,False,False,False,False,False,False,True,False,2019-07-13
Brutal Potion,trap,Trap Card,Normal,0.60,1.02,37,False,False,False,False,False,False,False,False,True,2007-12-06
Brute Enforcer,link,Link Monster,Cyberse,0.12,0.15,57,False,False,True,False,False,False,False,False,True,2019-08-31
Bubble Barrier,spell,Spell Card,Continuous,0.10,0.11,32,False,False,False,False,False,False,False,False,True,2015-04-25
Bubble Blaster,spell,Spell Card,Equip,0.66,1.04,49,False,False,False,False,False,False,False,False,False,2005-10-20
Bubble Bringer,trap,Trap Card,Continuous,0.64,0.38,47,False,False,True,False,False,False,False,True,False,2012-07-21
Bubble Crash,trap,Trap Card,Normal,0.12,0.18,45,False,False,False,False,False,False,False,True,False,2001-11-29
Bubble Illusion,spell,Spell Card,Quick-Play,1.11,4.07,32,False,False,False,False,False,False,False,False,False,2005-10-20
Bubble Shuffle,spell,Spell Card,Quick-Play,0.11,0.16,42,False,False,False,False,False,False,False,False,False,2005-05-26
Bubonic Vermin,effect,Flip Effect Monster,Beast,0.19,0.09,19,False,False,False,False,False,False,False,False,False,2000-12-14
Buerillabaisse de Nouvelles,ritual,Ritual Effect Monster,Beast-Warrior,0.21,0.09,117,True,False,False,False,False,False,False,False,True,2023-03-18
Bug Emergency,trap,Trap Card,Normal,0.05,0.14,77,False,True,True,False,False,False,False,False,False,2016-01-09
Bug Matrix,spell,Spell Card,Field,0.06,0.10,44,False,False,False,False,False,False,False,False,True,2016-01-09
Bug Signal,spell,Spell Card,Quick-Play,0.07,0.11,67,False,False,False,False,False,False,False,False,False,2017-01-14
Bujin Arasuda,effect,Effect Monster,Beast-Warrior,1.39,0.98,82,True,True,False,False,False,False,False,False,True,2013-11-16
Bujin Hiruko,normal_pendulum,Pendulum Normal Monster,Beast-Warrior,0.24,0.20,113,False,True,False,False,False,False,False,False,False,2015-07-18
Bujin Hirume,effect,Effect Monster,Beast-Warrior,3.43,1.42,77,False,True,False,False,False,False,False,True,False,2014-02-15
Bujin Mahitotsu,effect,Effect Monster,Beast-Warrior,0.08,0.12,92,True,True,False,False,False,True,False,True,True,2021-01-16
Bujin Mikazuchi,effect,Effect Monster,Beast-Warrior,1.40,0.89,76,True,False,False,False,False,False,False,True,True,2013-07-20
Bujin Regalia - The Jewel,trap,Trap Card,Normal,0.11,0.18,56,False,False,False,False,False,False,False,False,True,2013-11-16
Bujin Regalia - The Mirror,spell,Spell Card,Normal,0.17,0.17,40,False,False,False,False,False,False,False,False,False,2013-07-20
Bujin Regalia - The Sword,trap,Trap Card,Normal,0.07,0.10,33,True,True,False,False,False,False,False,True,False,2013-04-20
Bujin Torifune,effect,Effect Monster,Beast-Warrior,0.15,0.20,68,False,True,False,False,False,True,False,False,True,2021-01-16
Bujin Yamato,effect,Effect Monster,Beast-Warrior,0.36,0.30,36,True,False,False,False,False,False,False,True,True,2013-04-20
Bujincandescence,spell,Spell Card,Continuous,0.02,0.05,80,False,False,True,False,False,True,False,True,True,2021-01-16
Bujincarnation,spell,Spell Card,Normal,0.13,0.18,53,False,True,False,False,False,False,False,False,False,2013-04-20
Bujincident,trap,Trap Card,Normal,0.08,0.18,76,False,True,False,False,False,False,False,False,False,2014-02-15
Bujinfidel,trap,Trap Card,Normal,0.06,0.05,21,False,False,False,False,False,False,False,False,False,2013-04-20
Bujingi Boar,effect,Effect Monster,Beast,0.08,0.15,44,False,True,False,False,False,False,False,False,False,2013-07-20
Bujingi Centipede,effect,Effect Monster,Beast,0.13,0.19,38,False,True,False,False,False,False,False,False,True,2013-07-20
Bujingi Crane,effect,Effect Monster,Winged Beast,0.16,0.17,44,False,False,False,False,False,False,False,True,False,2013-04-20
Bujingi Crow,effect,Effect Monster,Winged Beast,0.17,0.19,57,False,False,True,False,False,False,False,True,True,2013-07-20
Bujingi Fox,effect,Effect Monster,Beast,0.12,0.17,29,False,True,False,False,False,False,False,True,False,2013-11-16
Bujingi Hare,effect,Effect Monster,Beast,0.54,0.73,46,False,True,False,False,False,False,False,False,True,2013-11-16
Bujingi Ibis,effect,Effect Monster,Winged Beast,0.05,0.13,39,False,False,False,False,False,False,False,True,False,2013-07-20
Bujingi Ophidian,effect,Effect Monster,Winged Beast,0.07,0.05,31,False,False,False,False,False,False,False,True,False,2013-04-20
Bujingi Pavo,effect,Effect Monster,Winged Beast,0.34,0.16,47,False,False,False,False,False,False,False,True,True,2014-09-13
Bujingi Peacock,effect,Effect Monster,Winged Beast,0.13,0.18,53,True,False,False,False,False,False,False,True,True,2013-11-16
Bujingi Quilin,effect,Effect Monster,Beast,0.18,0.60,38,False,True,False,False,False,False,False,False,True,2013-04-20
Bujingi Raven,effect,Effect Monster,Winged Beast,0.15,0.20,34,False,False,False,False,False,False,False,True,False,2014-09-13
Bujingi Sinyou,effect,Effect Monster,Beast,0.35,0.36,76,False,True,False,False,False,False,False,False,True,2014-09-13
Bujingi Swallow,effect,Effect Monster,Winged Beast,0.12,0.15,46,False,False,False,False,False,False,False,True,False,2013-11-16
Bujingi Turtle,effect,Effect Monster,Beast,0.08,0.15,34,False,True,True,False,False,False,False,False,False,2013-04-20
